State Name,Survey Year,Program Name,Definition Of Need,Test Score Merit Component,Performance Merit Component,Class Rank Merit Component,Grades Merit Component,Minimum Grade For Merit Component,Dollars Awarded To Under 2 Year In State Public Institutions,Recipients In Under 2 Year In State Public Institutions,Dollars Awarded To 2 Year In State Public Institutions,Recipients In 2 Year In State Public Institutions,Dollars Awarded To 4 Year In State Public Institutions,Recipients In 4 Year In State Public Institutions,Dollars Awarded To Out Of State Public Institutions,Recipients In Out Of State Public Institutions,Dollars Awarded To Under 2 Year In State Private Institutions,Recipients In Under 2 Year In State Private Institutions,Dollars Awarded To 2 Year In State Private Institutions,Recipients In 2 Year In State Private Institutions,Dollars Awarded To 4 Year In State Private Institutions,Recipients In 4 Year In State Private Institutions,Dollars Awarded To Out Of State Private Institutions,Recipients In Out Of State Private Institutions,Dollars Awarded To Under 2 Year In State Proprietary Institutions,Recipients In Under 2 Year In State Proprietary Institutions,Dollars Awarded To 2 Year In State Proprietary Institutions,Recipients In 2 Year In State Proprietary Institutions,Dollars Awarded To 4 Year In State Proprietary Institutions,Recipients In 4 Year In State Proprietary Institutions,Dollars Awarded To Out Of State Proprietary Institutions,Recipients In Out Of State Proprietary Institutions,Total Dollars Awarded,Total Number Of Recipients
New York,2017,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers, and Emergency Medical Service Workers ",N/A,        ,        ,        ,        ,0,,,337000,23,,,,,,,21000,2,357000,18,,,,,,,,,,,715000,43
New York,2018,"NYS Memorial Scholarships for Families of Deceased Firefighters, Volunteer Firefighters, Police Officers, Peace Officers, and Emergency Medical Service Workers ",N/A,        ,        ,        ,        ,0,,,56000,2,241000,20,,,,,33000,2,467000,19,,,,,,,,,,,797000,43
New York,2018,NYS Part-Time Scholarship Award Program,Expected Family Contribution,        ,        ,        , CHECKED,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2008,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,37171,108,68033,172,,,,,4589,11,44207,107,,,,,,,,,,,154000,398
New York,2009,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,38136,113,69800,179,,,,,4709,11,45355,112,,,,,,,,,,,158000,415
New York,2010,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,49125,146,72838,163,,,,,11213,19,44824,127,,,,,,,,,,,178000,455
New York,2011,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,45776,132,65089,164,,,,,6452,17,43683,120,,,,,,,,,,,161000,433
New York,2012,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,43066,111,70530,163,,,,,7229,17,54175,122,,,,,,,,,,,175000,413
New York,2013,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,49600,120,62000,150,,,,,11000,16,60400,145,,,,,,,,,,,183000,431
New York,2014,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,37000,89,104000,255,,,,,5000,8,65000,144,,,,,,,,,,,211000,496
New York,2015,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,36740,95,84150,220,,,,,2160,2,52950,125,,,,,,,,,,,176000,442
New York,2016,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,32000,85,97100,255,,,,,2900,6,56000,134,,,,,,,,,,,188000,480
New York,2017,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,27600,72,86200,228,,,,,2800,4,50400,120,,,,,,,,,,,167000,424
New York,2018,NYS Regents Awards for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,36300,100,88000,220,,,,,2700,4,56000,130,,,,,,,,,,,183000,454
New York,2008,NYS Regents Health Care Opportunity Scholarships,Maximum income/income based,        ,        ,        ,        ,0,,,,,230000,23,,,,,,,100000,10,,,,,,,,,,,330000,33
New York,2009,NYS Regents Health Care Opportunity Scholarships,Maximum income/income based,        ,        ,        ,        ,0,,,,,226515,23,,,,,,,98485,10,,,,,,,,,,,325000,33
New York,2010,NYS Regents Health Care Opportunity Scholarships,Maximum income/income based,        ,        ,        ,        ,0,,,,,145195,15,,,,,,,26805,3,,,,,,,,,,,172000,18
New York,2008,NYS Regents Professional Opportunity Scholarships,Maximum income/income based,        ,        ,        ,        ,0,,,12782,3,613951,181,,,,,114371,28,809896,239,,,,,,,,,,,1551000,451
New York,2009,NYS Regents Professional Opportunity Scholarships,N/A,        ,        ,        ,        ,0,,,10153,4,487677,150,,,,,90848,23,643322,198,,,,,,,,,,,1232000,375
New York,2010,NYS Regents Professional Opportunity Scholarships,N/A,        ,        ,        ,        ,0,,,1633,1,209427,69,,,,,23794,5,371146,106,,,,,,,,,,,606000,181
New York,2008,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,296721,470,4509583,6675,,,,,74860,127,7042836,9539,,,,,,,,,,,11924000,16811
New York,2009,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,294680,470,4478571,6686,,,,,74345,144,6994404,9539,,,,,,,,,,,11842000,16839
New York,2010,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,361747,629,4579755,6980,,,,,81753,130,6430745,9079,,,,,,,,,,,11454000,16818
New York,2011,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,343876,622,4209346,6693,,,,,83057,141,6040721,8719,,,,,,,,,,,10677000,16175
New York,2012,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,377368,634,4460382,6857,,,,,98361,142,6047888,8384,,,,,,,,,,,10983999,16017
New York,2013,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,504000,825,4170000,6331,,,,,62000,77,5900000,8126,,,,,,,,,,,10636000,15359
New York,2014,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,430000,735,4632000,6833,,,,,43000,77,5490000,7580,,,,,,,,,,,10595000,15225
New York,2015,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,426000,735,4636000,7060,,,,,49000,71,5441000,7330,,,,,,,,,,,10552000,15196
New York,2016,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,369000,615,4732000,7198,,,,,36000,55,5001000,6830,,,,,,,,,,,10138000,14698
New York,2017,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,341000,535,4752000,7167,,,,,28000,30,4852000,6795,,,,,,,,,,,9973000,14527
New York,2018,NYS Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,372000,626,4619000,7000,,,,,67000,108,4431000,6100,,,,,,,,,,,9489000,13834
New York,2015,"NYS Science, Technology, Engineering and Mathematics (STEM) Incentive Program",N/A,        ,        , CHECKED, CHECKED,2.5,,,40000,13,2756000,540,,,,,,,,,,,,,,,,,,,2796000,553
New York,2016,"NYS Science, Technology, Engineering and Mathematics (STEM) Incentive Program",N/A,        ,        , CHECKED, CHECKED,2.5,,,72000,25,6390000,1154,,,,,,,,,,,,,,,,,,,6462000,1179
New York,2017,"NYS Science, Technology, Engineering and Mathematics (STEM) Incentive Program",N/A,        ,        , CHECKED, CHECKED,2.5,,,81000,25,9925000,1760,,,,,,,,,,,,,,,,,,,10006000,1785
New York,2018,"NYS Science, Technology, Engineering and Mathematics (STEM) Incentive Program",N/A,        ,        , CHECKED, CHECKED,2.5,,,123000,200,12719000,2011,,,,,,,,,,,,,,,,,,,12842000,2211
New York,2008,NYS Volunteer Recruitment Service Scholarship,N/A,        ,        ,        ,        ,0,,,494032,231,577467,186,,,,,42117,11,657384,165,,,,,,,,,,,1771000,593
New York,2009,NYS Volunteer Recruitment Service Scholarship,N/A,        ,        ,        ,        ,0,,,528623,231,617899,186,,,,,45066,11,703412,165,,,,,,,,,,,1895000,593
New York,2010,NYS Volunteer Recruitment Service Scholarship,N/A,        ,        ,        ,        ,0,,,271901,122,544781,142,,,,,24172,6,459146,100,,,,,,,,,,,1300000,370
New York,2008,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,401882,49,1522979,119,,,,,157408,15,2490731,176,,,,,,,,,,,4573000,359
New York,2009,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,542844,65,2057171,157,,,,,212619,20,3364366,233,,,,,,,,,,,6177000,475
New York,2010,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,761728,87,2461132,182,,,,,288377,25,4445763,301,,,,,,,,,,,7957000,595
New York,2011,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,834968,95,3476953,231,,,,,313582,23,4533497,299,,,,,,,,,,,9159000,648
New York,2012,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,871971,101,4127570,271,,,,,258606,20,4965853,338,,,,,,,,,,,10224000,730
New York,2013,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,1490000,148,3937000,236,,,,,230000,20,5200000,325,,,,,,,,,,,10857000,729
New York,2014,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,28000,2,5414000,367,,,,,66000,6,5617000,330,,,,,,,,,,,11125000,705
New York,2015,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,11000,1,6340000,420,,,,,54000,5,6075000,346,,,,,,,,,,,12480000,772
New York,2016,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,51000,4,6432000,400,,,,,29000,2,6848000,401,,,,,,,,,,,13360000,807
New York,2017,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,15500,1,7320000,400,,,,,7500,1,7028000,428,,,,,,,,,,,14371000,830
New York,2018,NYS World Trade Center Memorial Scholarship,N/A,        ,        ,        ,        ,0,,,835500,80,6865000,360,,,,,198800,10,7859700,420,,,,,,,,,,,15759000,870
New York,2003,Primary Care Service Corps,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,2,11000
New York,2004,Primary Care Service Corps,N/A,        ,        ,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,2005,Primary Care Service Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,2003,Regents Award for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,66487,181,72113,181,,,,,3150,8,73350,179,,,,,6900,18,,,,,567,222000
New York,2004,Regents Award for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,64755,174,72870,183,,,,,1800,5,66300,162,,,,,7275,18,,,,,,
New York,2005,Regents Award for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,65099,165,69413,174,,,,,11175,25,64313,156,,,,,,,,,,,210000,520
New York,2006,Regents Award for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,40000,112,79000,191,,,,,10000,27,52000,124,,,,,,,,,,,181000,454
New York,2007,Regents Award for Children of  Deceased and Disabled Veterans,N/A,        ,        ,        ,        ,0,,,38782,95,72887,171,,,,,6372,9,46959,113,,,,,,,,,,,165000,388
New York,2003,Regents Health Care Opportunity Scholarship,N/A,        ,        ,        ,        ,0,,,,,520000,52,,,,,,,550000,55,,,,,,,,,,,107,1070000
New York,2004,Regents Health Care Opportunity Scholarship,N/A,        ,        ,        ,        ,0,,,,,450000,46,,,,,,,490000,50,,,,,,,,,,,,
New York,2005,Regents Health Care Opportunity Scholarship,N/A,        ,        ,        ,        ,0,,,,,295000,35,,,,,,,370000,30,,,,,,,,,,,665000,65
New York,2006,Regents Health Care Opportunity Scholarship,N/A,        ,        ,        ,        ,0,,,195000,20,,,,,,,,,225000,23,,,,,,,,,,,420000,43
New York,2007,Regents Health Care Opportunity Scholarship,Maximum income/income based,        ,        ,        ,        ,0,,,,,105000,14,,,,,,,275000,25,,,,,,,,,,,380000,39
New York,2003,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,2004,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,2005,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2006,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2007,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2008,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2009,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2010,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2012,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2013,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2014,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2015,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2016,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2017,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2018,Regents Physician Loan Forgiveness Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0
New York,2003,Regents Professional Opportunity Scholarship,N/A,        ,        ,        ,        ,0,,,17000,6,534112,153,,,,,500,1,1395211,393,,,,,43177,12,,,,,565,1990000
New York,2004,Regents Professional Opportunity Scholarship,N/A,        ,        ,        ,        ,0,,,30383,8,587659,163,,,,,7500,2,1418487,402,,,,,,,49971,12,,,,
New York,2005,Regents Professional Opportunity Scholarship,N/A,        ,        ,        ,        ,0,,,22836,7,444426,154,,,,,106324,31,1311414,383,,,,,,,,,,,1885000,575
New York,2006,Regents Professional Opportunity Scholarship,N/A,        ,        ,        ,        ,0,,,6000,2,430200,125,,,,,86000,23,1081800,308,,,,,,,,,,,1604000,458
New York,2007,Regents Professional Opportunity Scholarship,N/A,        ,        ,        ,        ,0,,,12872,4,579085,144,,,,,103239,26,957804,245,,,,,,,,,,,1653000,419
New York,2003,Scholarship for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,338083,546,4317356,6331,,,,,17125,25,7971685,10781,,,,,65751,87,,,,,17770,12710000
New York,2004,Scholarship for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,360018,574,4200020,6186,,,,,10125,20,7962293,10795,,,,,63544,100,,,,,,
New York,2005,Scholarship for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,404209,750,4352826,6402,,,,,94209,129,7733756,10419,,,,,,,,,,,12585000,17700
New York,2006,Scholarship for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,282960,480,4693550,6800,,,,,90820,152,7310670,9945,,,,,,,,,,,12378000,17377
New York,2007,Scholarships for Academic Excellence,N/A, CHECKED,        , CHECKED,        ,0,,,355905,505,4603692,6375,,,,,46300,56,7087103,9523,,,,,,,,,,,12093000,16459
New York,2007,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        , CHECKED,0,,,,,140469,10,,,,,,,246531,18,,,,,,,,,,,387000,28
New York,2008,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        , CHECKED,0,,,,,180091,12,,,,,,,476909,37,,,,,,,,,,,657000,49
New York,2009,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        , CHECKED,0,,,,,242588,14,,,,,,,642412,44,,,,,,,,,,,885000,58
New York,2010,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        , CHECKED,0,,,,,310844,21,,,,,1189156,77,,,,,,,,,,,,,1500000,98
New York,2011,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        , CHECKED,0,,,,,115713,8,,,,,,,619287,54,,,,,,,,,,,735000,62
New York,2012,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        ,        ,0,,,,,139005,10,,,,,891995,64,,,,,,,,,,,,,1031000,74
New York,2013,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        ,        ,0,,,,,252000,16,,,,,,,1085000,73,,,,,,,,,,,1337000,89
New York,2014,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        ,        ,0,,,,,306000,20,,,,,,,979000,70,,,,,,,,,,,1285000,90
New York,2015,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        ,        ,0,,,,,1106000,74,,,,,,,528000,30,,,,,,,,,,,1634000,104
New York,2016,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        ,        ,0,,,,,597000,38,,,,,,,1283000,90,,,,,,,,,,,1880000,128
New York,2017,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        ,        ,0,,,,,1260200,80,,,,,,,707800,43,,,,,,,,,,,1968000,123
New York,2018,Senator Patricia K. McGee Nursing Faculty Scholarship,N/A,        , CHECKED,        ,        ,0,,,,,584000,45,,,,,,,928000,60,,,,,,,,,,,1512000,105
New York,2003,State Loan Repayment Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,2004,State Loan Repayment Program,N/A,        , CHECKED,        ,        ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,2003,Tuition Assistance Program,Need (cost-EFC),        ,        ,        ,        ,0,,,113200000,67800,211700000,110100,,,,,140800000,36300,244200000,94800,,,,,16900000,3800,,,,,312800,726800000
New York,2004,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,131800000,72800,286800000,116000,,,,,153489000,38208,259711000,97592,,,,,14600000,3200,,,,,,
New York,2005,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,142900000,76400,299100000,120600,,,,,148900000,37600,272800000,99300,,,,,12600000,2800,,,,,876300000,336700
New York,2006,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,143690000,74310,302370000,122340,,,,,144470000,36330,264010000,96360,,,,,10810000,2410,,,,,865350000,331750
New York,2007,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,141850000,72630,296050000,119600,,,,,126190000,32090,257920000,94550,,,,,9180000,2060,,,,,831190000,320930
New York,2008,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,143240000,72840,289980000,117040,,,,,112960000,28810,240260000,88710,,,,,8360000,1920,,,,,794800000,309320
New York,2009,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,156940000,78540,303290000,118120,,,,,108850000,28150,234130000,86330,,,,,9790000,2240,,,,,813000000,313380
New York,2010,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,190180000,89650,345110000,120910,,,,,115430000,30210,238990000,86670,,,,,11690000,2670,,,,,901400000,330110
New York,2011,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,178200000,82450,332500000,113260,,,,,106040000,30370,228280000,80520,,,,,10450000,2940,,,,,855470000,309540
New York,2012,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,253062000,97451,315968000,100564,,,,,27835000,8073,226905000,76684,,,,,76352000,21737,19978000,5631,,,920100000,310140
New York,2013,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,257250000,94247,325415000,101579,,,,,24363000,7066,233966000,76997,,,,,68779000,19499,21299000,5993,,,931072000,305381
New York,2014,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,270396000,95068,332686000,102616,,,,,21023000,6162,229361000,75250,,,,,60844000,17396,21259000,5984,,,935569000,302476
New York,2015,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,278842000,93056,365306000,106989,,,,,16844000,4901,235115000,73626,,,,,58501000,16332,20601000,5607,,,975209000,300511
New York,2016,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,272424000,86710,372445000,108459,,,,,15790000,4571,227920000,71083,,,,,48968000,13597,18823000,5181,,,956370000,289601
New York,2017,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,260586000,81208,365578000,106614,,,,,13076000,3790,219641000,68453,,,,,41136000,11458,17206000,4780,,,917223000,276303
New York,2018,Tuition Assistance Program,Maximum income/income based,        ,        ,        ,        ,0,,,255855000,80214,391235000,115402,,,,,10714000,3091,214651000,65878,,,,,36703000,9920,14806000,4026,,,923964000,278531
New York,2008,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,624429,444,847956,566,,,,,137683,53,284932,181,,,,,,,,,,,1895000,1244
New York,2009,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,2092084,752,2840989,959,,,,,461292,90,954635,306,,,,,,,,,,,6349000,2107
New York,2010,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,1863908,807,2722915,890,,,,,573196,151,1192981,344,,,,,,,,,,,6353000,2192
New York,2011,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,1594362,714,2457165,841,,,,,743369,171,1387104,388,,,,,,,,,,,6182000,2114
New York,2012,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,1353559,597,2510062,810,,,,,821824,228,1825555,493,,,,,,,,,,,6511000,2128
New York,2013,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,1562000,651,2239000,693,,,,,786000,210,2122000,571,,,,,,,,,,,6709000,2125
New York,2014,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,6000,4,3220000,1122,,,,,233000,45,2167000,530,,,,,,,,,,,5626000,1701
New York,2015,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,8600,4,2803800,1000,,,,,276300,34,1871300,410,,,,,,,,,,,4960000,1448
New York,2016,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,6000,2,2460000,850,,,,,204000,40,1705000,377,,,,,,,,,,,4375000,1269
New York,2017,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,9200,2,1992000,658,,,,,127800,20,1485000,358,,,,,,,,,,,3614000,1038
New York,2018,Vietnam Tuition Award,N/A,        ,        ,        ,        ,0,,,322000,260,802000,297,,,,,616000,85,1137000,180,,,,,,,,,,,2877000,822
New York,2003,Vietnam/Persian Gulf Tuition Award,N/A,        ,        ,        ,        ,0,,,242315,183,236155,186,,,,,1000,1,189863,115,,,,,45667,30,,,,,515,715000
New York,2004,Vietnam/Persian Gulf Veterans Tuition Award,N/A,        ,        ,        ,        ,0,,,180370,150,244034,167,,,,,6000,4,120666,86,,,19930,17,,,39000,27,,,,
New York,2005,Vietnam/Persian Gulf Veterans Tuition Award,N/A,        ,        ,        ,        ,0,,,173519,138,175500,145,,,,,63814,32,112167,65,,,,,,,,,,,525000,380
New York,2006,Vietnam/Persian Gulf Veterans Tuition Award,N/A,        ,        ,        ,        ,0,,,481800,359,618400,422,,,,,141800,83,231000,169,,,,,,,,,,,1473000,1033
New York,2007,Vietnam/Persian Gulf Veterans Tuition Award,N/A,        ,        ,        ,        ,0,4510,4,600461,317,733830,380,,,37584,37,96382,41,329233,159,,,,,,,,,,,1802000,938
New York,2007,Volunteer Recruitment Service Scholarships,N/A,        ,        ,        ,        ,0,,,578631,252,491868,157,,,,,24104,5,657397,157,,,,,,,,,,,1752000,571
New York,2003,Volunteer Service Recruitment Scholarships,N/A,        ,        ,        ,        ,0,,,546477,278,247654,104,,,,,11900,4,473902,124,,,,,9067,3,,,,,513,1289000
New York,2004,Volunteer Service Recruitment Scholarships,N/A,        ,        ,        ,        ,0,,,579315,295,361132,129,,,,,38290,15,631132,169,,,,,,,,,,,,
New York,2005,Volunteer Service Recruitment Scholarships,N/A,        ,        ,        ,        ,0,,,567395,292,395435,136,,,,,41832,10,675338,167,,,,,,,,,,,1680000,605
New York,2006,Volunteer Service Recruitment Scholarships,N/A,        ,        ,        ,        ,0,,,463000,234,626900,208,,,,,21800,7,670300,164,,,,,,,,,,,1782000,613
New York,2003,World Trade Center Memorial,N/A,        ,        ,        ,        ,0,,,126915,22,264303,33,,,,,,,570243,60,131212,13,,,31327,4,,,,,132,1124000
New York,2004,World Trade Center Memorial,N/A,        ,        ,        ,        ,0,,,90836,14,1198131,117,61485,6,,,,,,,,,,,42548,5,,,,,,
New York,2005,World Trade Center Memorial,N/A,        ,        ,        ,        ,0,,,269435,34,529150,51,,,,,116994,11,1018328,89,121093,10,,,,,,,,,2055000,195
New York,2006,World Trade Center Memorial,N/A,        ,        ,        ,        ,0,,,218500,26,769800,58,,,,,133000,10,1216700,94,,,,,,,,,,,2338000,188
New York,2007,World Trade Center Memorial Scholarships,N/A,        ,        ,        ,        ,0,,,338570,39,1129345,86,,,,,128657,9,2010428,152,,,,,,,,,,,3607000,286
North Carolina,2003,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,14618068,,,,,,,,,,,,,,,,,,,,0,14618068
North Carolina,2004,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,14874514,,,,,,,,,,,,,,,,,,,,,
North Carolina,2005,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,16239024,,,,,,,,,,,,,,,,,,,,16239024,0
North Carolina,2006,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,16861741,,,,,,,,,,,,,,,,,,,,16861741,0
North Carolina,2007,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,19734094,,,,,,,,,,,,,,,,,,,,19734094,0
North Carolina,2008,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,22780391,,,,,,,,,,,,,,,,,,,,22780391,0
North Carolina,2009,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,24037814,,,,,,,,,,,,,,,,,,,,24037814,0
North Carolina,2010,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,23888259,,,,,,,,,,,,,,,,,,,,23888259,0
North Carolina,2011,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,32056683,,,,,,,,,,,,,,,,,,,,32056683,0
North Carolina,2012,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,37994136,,,,,,,,,,,,,,,,,,,,37994136,0
North Carolina,2013,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,47334337,,,,,,,,,,,,,,,,,,,,47334337,0
North Carolina,2014,Appropriated Grants,Need (cost-EFC),        ,        ,        ,        ,0,,,,,50320256,,,,,,,,,,,,,,,,,,,,50320256,0
